drug_internal_id,drug_id,drug_name,mechanism_id,mechanism_of_action,action_type,target_internal_id,target_id,target_name,direct_interaction,molecular_mechanism,disease_efficacy,mechanism_comment,selectivity_comment
674281,CHEMBL1200330,PILOCARPINE HYDROCHLORIDE,43,Muscarinic acetylcholine receptor M3 agonist,AGONIST,219.0,CHEMBL245,Muscarinic acetylcholine receptor M3,1,1,1,"Indicated for miosis, M3 likely involved (main form in iris)",
674281,CHEMBL1200330,PILOCARPINE HYDROCHLORIDE,2368,Muscarinic acetylcholine receptor M1 agonist,AGONIST,61.0,CHEMBL216,Muscarinic acetylcholine receptor M1,1,1,1,"Indicated for dry mouth, M1 likely involved",
674282,CHEMBL1200331,FOSFOMYCIN TROMETHAMINE,636,UDP-N-acetylglucosamine 1-carboxyvinyltransferase inhibitor,INHIBITOR,109.0,CHEMBL1984,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,1,1,1,,
674283,CHEMBL1200332,PROTRIPTYLINE HYDROCHLORIDE,415,Serotonin transporter inhibitor,INHIBITOR,121.0,CHEMBL228,Sodium-dependent serotonin transporter,1,1,1,,
674283,CHEMBL1200332,PROTRIPTYLINE HYDROCHLORIDE,905,Norepinephrine transporter inhibitor,INHIBITOR,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
674285,CHEMBL1200334,MORICIZINE HYDROCHLORIDE,1977,Sodium channel alpha subunit blocker,BLOCKER,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,,
674286,CHEMBL1200335,TESTOSTERONE ENANTHATE,1325,Androgen Receptor agonist,AGONIST,56.0,CHEMBL1871,Androgen receptor,1,1,1,,
674289,CHEMBL1200338,PINACIDIL,1230,"Sulfonylurea receptor 2, Kir6.2 opener",OPENER,104782.0,CHEMBL2095198,"Sulfonylurea receptor 2, Kir6.2",1,1,1,,
674290,CHEMBL1200339,PHENYLEPHRINE HYDROCHLORIDE,1167,Adrenergic receptor alpha-1 agonist,AGONIST,104723.0,CHEMBL2094251,Adrenergic receptor alpha-1,1,1,1,,
674291,CHEMBL1200340,OSELTAMIVIR PHOSPHATE,845,Neuraminidase inhibitor,INHIBITOR,21.0,CHEMBL2051,Neuraminidase,1,1,1,,
674291,CHEMBL1200340,OSELTAMIVIR PHOSPHATE,944,Neuraminidase inhibitor,INHIBITOR,10738.0,CHEMBL3377,Neuraminidase,1,1,1,,
674292,CHEMBL1200341,INDECAINIDE HYDROCHLORIDE,1990,Sodium channel alpha subunit blocker,BLOCKER,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,,
674293,CHEMBL1200342,PARAMETHASONE ACETATE,777,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
674294,CHEMBL1200343,PERINDOPRIL ERBUMINE,115,Angiotensin-converting enzyme inhibitor,INHIBITOR,69.0,CHEMBL1808,Angiotensin-converting enzyme,1,1,1,,
674298,CHEMBL1200347,ISOPROPAMIDE IODIDE,52,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST,219.0,CHEMBL245,Muscarinic acetylcholine receptor M3,1,1,1,"Role in regulating gastric secretion, M3 likely involved",
674298,CHEMBL1200347,ISOPROPAMIDE IODIDE,274,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST,61.0,CHEMBL216,Muscarinic acetylcholine receptor M1,1,1,1,"Role in regulating gastric secretion, M1 likely involved",
674299,CHEMBL1200348,SULCONAZOLE NITRATE,1451,Cytochrome P450 51 inhibitor,INHIBITOR,58.0,CHEMBL1780,Lanosterol 14-alpha demethylase,1,1,1,,
674302,CHEMBL1200351,SULFADIAZINE SODIUM,1656,Bacterial dihydropteroate synthase inhibitor,INHIBITOR,106168.0,CHEMBL2364668,Dihydropteroate synthase,1,1,1,,Broad spectrum
674307,CHEMBL1200356,CYCLACILLIN,1715,Bacterial penicillin-binding protein inhibitor,INHIBITOR,105683.0,CHEMBL2354204,Bacterial penicillin-binding protein,1,1,1,,
674308,CHEMBL1200357,MOXALACTAM DISODIUM,1689,Bacterial penicillin-binding protein inhibitor,INHIBITOR,105683.0,CHEMBL2354204,Bacterial penicillin-binding protein,1,1,1,,
674309,CHEMBL1200358,SODIUM PHENYLACETATE,2193,Glutamine sequestering agent,SEQUESTERING AGENT,106212.0,CHEMBL2366039,Glutamine,1,1,1,"Removes excess nitrogen, caused by enzyme deficiency",
674310,CHEMBL1200359,SULFAMETER,1661,Bacterial dihydropteroate synthase inhibitor,INHIBITOR,106168.0,CHEMBL2364668,Dihydropteroate synthase,1,1,1,,Broad spectrum
674317,CHEMBL1200366,CEPHALEXIN HYDROCHLORIDE,1717,Bacterial penicillin-binding protein inhibitor,INHIBITOR,105683.0,CHEMBL2354204,Bacterial penicillin-binding protein,1,1,1,,
674318,CHEMBL1200367,ECHOTHIOPHATE IODIDE,744,Acetylcholinesterase inhibitor,INHIBITOR,93.0,CHEMBL220,Acetylcholinesterase,1,1,1,,
674321,CHEMBL1200370,BENZOYL PEROXIDE,8409,Releases active oxygen,,,,,1,1,1,,
674325,CHEMBL1200374,EXEMESTANE,525,Cytochrome P450 19A1 inhibitor,INHIBITOR,65.0,CHEMBL1978,Aromatase,1,1,1,,
674327,CHEMBL1200376,BETAMETHASONE BENZOATE,795,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
674328,CHEMBL1200377,AMPHETAMINE ASPARTATE,686,Dopamine transporter releasing agent,RELEASING AGENT,155.0,CHEMBL238,Sodium-dependent dopamine transporter,1,1,1,,
674328,CHEMBL1200377,AMPHETAMINE ASPARTATE,897,Norepinephrine transporter releasing agent,RELEASING AGENT,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
674330,CHEMBL1200379,APRACLONIDINE HYDROCHLORIDE,1146,Adrenergic receptor alpha-2 agonist,AGONIST,104743.0,CHEMBL2095158,Adrenergic receptor alpha-2,1,1,1,,
674331,CHEMBL1200380,ACYCLOVIR SODIUM,1475,Human herpesvirus 1 DNA polymerase inhibitor,INHIBITOR,27.0,CHEMBL1872,DNA polymerase catalytic subunit,1,1,1,Prodrug enzyme: Thymidine kinase,
674333,CHEMBL1200382,BEPRIDIL HYDROCHLORIDE,1919,Voltage-gated calcium channel blocker,BLOCKER,105734.0,CHEMBL2363032,Voltage-gated calcium channel,1,1,1,,
674334,CHEMBL1200383,BENZTROPINE MESYLATE,296,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST,61.0,CHEMBL216,Muscarinic acetylcholine receptor M1,1,1,1,"Indicated for Parkinson's disease, M1 likely responsible",
674335,CHEMBL1200384,BETAMETHASONE DIPROPIONATE,778,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
674337,CHEMBL1200386,PREDNICARBATE,783,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
674338,CHEMBL1200387,AMPHETAMINE ADIPATE,692,Dopamine transporter releasing agent,RELEASING AGENT,155.0,CHEMBL238,Sodium-dependent dopamine transporter,1,1,1,,
674338,CHEMBL1200387,AMPHETAMINE ADIPATE,906,Norepinephrine transporter releasing agent,RELEASING AGENT,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
674339,CHEMBL1200388,CLOXACILLIN SODIUM,1425,Penicillin-binding protein inhibitor,INHIBITOR,105733.0,CHEMBL2363021,Penicillin-binding protein,1,1,1,Indicated for staphylococcal infections,
674340,CHEMBL1200389,BRIMONIDINE TARTRATE,1138,Adrenergic receptor alpha-2 agonist,AGONIST,104743.0,CHEMBL2095158,Adrenergic receptor alpha-2,1,1,1,,
674343,CHEMBL1200392,DOXYLAMINE SUCCINATE,164,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,,
674344,CHEMBL1200393,GREPAFLOXACIN HYDROCHLORIDE,1910,DNA gyrase inhibitor,INHIBITOR,105578.0,CHEMBL2311225,DNA gyrase,1,1,1,,
674344,CHEMBL1200393,GREPAFLOXACIN HYDROCHLORIDE,2046,Topoisomerase IV inhibitor,INHIBITOR,105735.0,CHEMBL2363033,Topoisomerase IV,1,1,1,,
674346,CHEMBL1200395,ORPHENADRINE CITRATE,177,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,,
674346,CHEMBL1200395,ORPHENADRINE CITRATE,914,Norepinephrine transporter inhibitor,INHIBITOR,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
674346,CHEMBL1200395,ORPHENADRINE CITRATE,1126,Glutamate [NMDA] receptor antagonist,ANTAGONIST,104706.0,CHEMBL2094124,Glutamate [NMDA] receptor,1,1,1,,
674346,CHEMBL1200395,ORPHENADRINE CITRATE,1980,Sodium channel alpha subunit blocker,BLOCKER,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,,
674347,CHEMBL1200396,BUPIVACAINE HYDROCHLORIDE,870,Sodium channel protein type IV alpha subunit blocker,BLOCKER,18043.0,CHEMBL2072,Sodium channel protein type 4 subunit alpha,1,1,1,,
674348,CHEMBL1200397,BUTENAFINE HYDROCHLORIDE,1401,Squalene monooxygenase inhibitor,INHIBITOR,106179.0,CHEMBL2364679,Squalene monooxygenase,1,1,1,,
674349,CHEMBL1200398,BUTOCONAZOLE NITRATE,1455,Cytochrome P450 51 inhibitor,INHIBITOR,58.0,CHEMBL1780,Lanosterol 14-alpha demethylase,1,1,1,,
674350,CHEMBL1200399,BUSPIRONE HYDROCHLORIDE,469,Serotonin 1a (5-HT1a) receptor partial agonist,PARTIAL AGONIST,51.0,CHEMBL214,5-hydroxytryptamine receptor 1A,1,1,1,,
674351,CHEMBL1200400,AZATHIOPRINE SODIUM,1746,Amidophosphoribosyltransferase inhibitor,INHIBITOR,105704.0,CHEMBL2362992,Amidophosphoribosyltransferase,1,1,1,Prodrug enzyme: hypoxanthine-guanine phosphoribosyl transferase (HGPRT; EC 2.4.2.8),
674351,CHEMBL1200400,AZATHIOPRINE SODIUM,1875,DNA inhibitor,INHIBITOR,105574.0,CHEMBL2311221,DNA,1,1,1,Prodrug enzyme: hypoxanthine-guanine phosphoribosyl transferase (HGPRT; EC 2.4.2.8),
674353,CHEMBL1200402,AMLODIPINE BESYLATE,1278,Voltage-gated L-type calcium channel blocker,BLOCKER,104801.0,CHEMBL2095229,Voltage-gated L-type calcium channel,1,1,1,,
674356,CHEMBL1200405,BITOLTEROL MESYLATE,1343,Beta-2 adrenergic receptor agonist,AGONIST,43.0,CHEMBL210,Beta-2 adrenergic receptor,1,1,1,,
674357,CHEMBL1200406,DIMENHYDRINATE,172,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,,
674360,CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,1993,Sodium channel alpha subunit blocker,BLOCKER,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,,
674361,CHEMBL1200410,PROCARBAZINE HYDROCHLORIDE,1870,DNA inhibitor,INHIBITOR,105574.0,CHEMBL2311221,DNA,1,1,1,,
674362,CHEMBL1200411,ROPINIROLE HYDROCHLORIDE,2015,D2-like dopamine receptor agonist,AGONIST,105671.0,CHEMBL2331075,D2-like dopamine receptor,1,1,1,,
674363,CHEMBL1200412,NANDROLONE PHENPROPIONATE,1332,Androgen Receptor agonist,AGONIST,56.0,CHEMBL1871,Androgen receptor,1,1,1,,
674364,CHEMBL1200413,TETRAHYDROZOLINE HYDROCHLORIDE,1235,Adrenergic receptor alpha agonist,AGONIST,104787.0,CHEMBL2095203,Adrenergic receptor alpha,1,1,1,,
674369,CHEMBL1200418,DOBUTAMINE HYDROCHLORIDE,318,Beta-1 adrenergic receptor agonist,AGONIST,50.0,CHEMBL213,Beta-1 adrenergic receptor,1,1,1,,
674369,CHEMBL1200418,DOBUTAMINE HYDROCHLORIDE,1366,Beta-2 adrenergic receptor agonist,AGONIST,43.0,CHEMBL210,Beta-2 adrenergic receptor,1,1,1,,
674370,CHEMBL1200419,MOLINDONE HYDROCHLORIDE,210,Dopamine D2 receptor antagonist,ANTAGONIST,72.0,CHEMBL217,D(2) dopamine receptor,1,1,1,,
674370,CHEMBL1200419,MOLINDONE HYDROCHLORIDE,592,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST,107.0,CHEMBL224,5-hydroxytryptamine receptor 2A,1,1,1,,
674371,CHEMBL1200420,MIDAZOLAM HYDROCHLORIDE,1613,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,104688.0,CHEMBL2093872,GABA-A receptor; anion channel,1,1,1,,
674375,CHEMBL1200424,PENTETATE ZINC TRISODIUM,1672,Radioactive metals chelating agent,CHELATING AGENT,106210.0,CHEMBL2366037,Radioactive metals,1,1,1,Chelates radioactive contaminants to increase elimination rate.,
674376,CHEMBL1200425,PARGYLINE HYDROCHLORIDE,1242,Monoamine oxidase inhibitor,INHIBITOR,104789.0,CHEMBL2095205,Monoamine oxidase,1,1,1,,
674377,CHEMBL1200426,METHIXENE HYDROCHLORIDE,292,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST,61.0,CHEMBL216,Muscarinic acetylcholine receptor M1,1,1,1,"Indicated for Parkinson's disease, M1 likely responsible",
674377,CHEMBL1200426,METHIXENE HYDROCHLORIDE,616,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST,108.0,CHEMBL225,5-hydroxytryptamine receptor 2C,1,1,1,,
674381,CHEMBL1200430,ESTRADIOL ACETATE,859,Estrogen receptor alpha agonist,AGONIST,19.0,CHEMBL206,Estrogen receptor,1,1,1,,
674383,CHEMBL1200432,METHYLDOPATE HYDROCHLORIDE,1143,Adrenergic receptor alpha-2 agonist,AGONIST,104743.0,CHEMBL2095158,Adrenergic receptor alpha-2,1,1,1,,
674385,CHEMBL1200434,OXTRIPHYLLINE,2388,Phosphodiesterase 4 inhibitor,INHIBITOR,104679.0,CHEMBL2093863,Phosphodiesterase 4,1,1,1,,
674385,CHEMBL1200434,OXTRIPHYLLINE,2389,Phosphodiesterase 3 inhibitor,INHIBITOR,104707.0,CHEMBL2094125,Phosphodiesterase 3,1,1,1,,
674385,CHEMBL1200434,OXTRIPHYLLINE,2390,Adenosine receptor antagonist,ANTAGONIST,105024.0,CHEMBL2111329,Adenosine receptor,1,1,1,,
674387,CHEMBL1200436,OXANDROLONE,1327,Androgen Receptor agonist,AGONIST,56.0,CHEMBL1871,Androgen receptor,1,1,1,,
674388,CHEMBL1200437,QUINIDINE GLUCONATE,1959,Sodium channel alpha subunit blocker,BLOCKER,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,,
674389,CHEMBL1200438,TIOCONAZOLE,1452,Cytochrome P450 51 inhibitor,INHIBITOR,58.0,CHEMBL1780,Lanosterol 14-alpha demethylase,1,1,1,,
674391,CHEMBL1200440,MEPIVACAINE HYDROCHLORIDE,1976,Sodium channel alpha subunit blocker,BLOCKER,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,,
674394,CHEMBL1200443,MERETHOXYLLINE PROCAINE,1969,Sodium channel alpha subunit blocker,BLOCKER,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,,
674395,CHEMBL1200444,PIRBUTEROL ACETATE,1339,Beta-2 adrenergic receptor agonist,AGONIST,43.0,CHEMBL210,Beta-2 adrenergic receptor,1,1,1,,
674397,CHEMBL1200446,TRIPELENNAMINE HYDROCHLORIDE,165,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,,
674399,CHEMBL1200448,TILUDRONATE DISODIUM,1937,ATP inhibitor,INHIBITOR,106221.0,CHEMBL2366048,ATP,1,1,1,"Non N-containing biphosphonates, moa: its incorporated in ATP anologues, which accumulate in osteoclasts leading to its early apoptosis (specific to osteoclast, because it binds to hydropatite, and is then slowly released when the bone is reabsorded)",
674400,CHEMBL1200449,TRIAMCINOLONE DIACETATE,796,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
674404,CHEMBL1200453,DOCOSANOL,1409,Envelope glycoprotein inhibitor,INHIBITOR,106196.0,CHEMBL2364696,Envelope glycoprotein,1,1,1,Seems to prevent the fusion between the host membrane and lipid-enveloped virus.,
674405,CHEMBL1200454,VALGANCICLOVIR HYDROCHLORIDE,1473,Human herpesvirus 1 DNA polymerase inhibitor,INHIBITOR,27.0,CHEMBL1872,DNA polymerase catalytic subunit,1,1,1,,
674412,CHEMBL1200461,MIDODRINE HYDROCHLORIDE,1166,Adrenergic receptor alpha-1 agonist,AGONIST,104723.0,CHEMBL2094251,Adrenergic receptor alpha-1,1,1,1,,
674414,CHEMBL1200463,OXAPROZIN POTASSIUM,1200,Cyclooxygenase inhibitor,INHIBITOR,104725.0,CHEMBL2094253,Cyclooxygenase,1,1,1,,
674415,CHEMBL1200464,PROPARACAINE HYDROCHLORIDE,1983,Sodium channel alpha subunit blocker,BLOCKER,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,,
674418,CHEMBL1200467,HYDROXYZINE PAMOATE,2387,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,Activity against other receptors such as 5HT2A and D2 may underlie efficacy of anxiolytic and antipsychotic effects ,
674419,CHEMBL1200468,MALATHION,1741,Acetylcholinesterase inhibitor,INHIBITOR,105700.0,CHEMBL2362988,Acetylcholinesterase,1,1,1,,
674420,CHEMBL1200469,PROMAZINE HYDROCHLORIDE,598,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST,107.0,CHEMBL224,5-hydroxytryptamine receptor 2A,1,1,1,,
674420,CHEMBL1200469,PROMAZINE HYDROCHLORIDE,2014,D2-like dopamine receptor antagonist,ANTAGONIST,105671.0,CHEMBL2331075,D2-like dopamine receptor,1,1,1,,
674421,CHEMBL1200470,ESOMEPRAZOLE SODIUM,1086,Potassium-transporting ATPase inhibitor,INHIBITOR,104758.0,CHEMBL2095173,Potassium-transporting ATPase,1,1,1,,
674423,CHEMBL1200472,QUAZEPAM,1617,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,104688.0,CHEMBL2093872,GABA-A receptor; anion channel,1,1,1,,
674424,CHEMBL1200473,CYCLOPENTOLATE HYDROCHLORIDE,39,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST,219.0,CHEMBL245,Muscarinic acetylcholine receptor M3,1,1,1,"Indicated for mydriasis, M3 likely involved (main form in iris)",
674425,CHEMBL1200474,DEMECLOCYCLINE HYDROCHLORIDE,1765,Bacterial 70S ribosome inhibitor,INHIBITOR,105830.0,CHEMBL2363135,Bacterial 70S ribosome,1,1,1,,
674426,CHEMBL1200475,DAUNORUBICIN CITRATE,100,DNA topoisomerase II alpha inhibitor,INHIBITOR,63.0,CHEMBL1806,DNA topoisomerase 2-alpha,1,1,1,,
674426,CHEMBL1200475,DAUNORUBICIN CITRATE,1876,DNA inhibitor,INHIBITOR,105574.0,CHEMBL2311221,DNA,1,1,1,,
674428,CHEMBL1200477,ALLOPURINOL SODIUM,437,Xanthine dehydrogenase inhibitor,INHIBITOR,149.0,CHEMBL1929,Xanthine dehydrogenase/oxidase,1,1,1,,
674429,CHEMBL1200478,DYCLONINE HYDROCHLORIDE,1964,Sodium channel alpha subunit blocker,BLOCKER,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,,
674430,CHEMBL1200479,DICYCLOMINE HYDROCHLORIDE,27,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST,219.0,CHEMBL245,Muscarinic acetylcholine receptor M3,1,1,1,"Indicated in irritable bowel, M3 likely involved",
674430,CHEMBL1200479,DICYCLOMINE HYDROCHLORIDE,285,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST,61.0,CHEMBL216,Muscarinic acetylcholine receptor M1,1,1,1,"Indicated in irritable bowel, M3 likely involved",
674431,CHEMBL1200480,OCTREOTIDE ACETATE,1228,Somatostatin receptor agonist,AGONIST,104951.0,CHEMBL2111436,Somatostatin receptor,1,1,1,Long acting,"Selectivity for types 2, 3 and 5"
674433,CHEMBL1200482,CEFOPERAZONE SODIUM,1702,Bacterial penicillin-binding protein inhibitor,INHIBITOR,105683.0,CHEMBL2354204,Bacterial penicillin-binding protein,1,1,1,,
674434,CHEMBL1200483,PHENMETRAZINE HYDROCHLORIDE,702,Dopamine transporter inhibitor,INHIBITOR,155.0,CHEMBL238,Sodium-dependent dopamine transporter,1,1,1,,
674434,CHEMBL1200483,PHENMETRAZINE HYDROCHLORIDE,896,Norepinephrine transporter inhibitor,INHIBITOR,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
674436,CHEMBL1200485,SORAFENIB TOSYLATE,388,Serine/threonine-protein kinase RAF inhibitor,INHIBITOR,10904.0,CHEMBL1906,RAF proto-oncogene serine/threonine-protein kinase,1,1,1,,
674436,CHEMBL1200485,SORAFENIB TOSYLATE,417,Platelet-derived growth factor receptor beta inhibitor,INHIBITOR,197.0,CHEMBL1913,Platelet-derived growth factor receptor beta,1,1,1,,
674436,CHEMBL1200485,SORAFENIB TOSYLATE,449,Stem cell growth factor receptor inhibitor,INHIBITOR,238.0,CHEMBL1936,Mast/stem cell growth factor receptor Kit,1,1,1,,
674436,CHEMBL1200485,SORAFENIB TOSYLATE,510,Tyrosine-protein kinase receptor FLT3 inhibitor,INHIBITOR,12670.0,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,1,1,1,,
674436,CHEMBL1200485,SORAFENIB TOSYLATE,994,Serine/threonine-protein kinase B-raf inhibitor,INHIBITOR,100126.0,CHEMBL5145,Serine/threonine-protein kinase B-raf,1,1,1,,
674436,CHEMBL1200485,SORAFENIB TOSYLATE,1266,Vascular endothelial growth factor receptor inhibitor,INHIBITOR,104799.0,CHEMBL2095227,Vascular endothelial growth factor receptor,1,1,1,,
674436,CHEMBL1200485,SORAFENIB TOSYLATE,1517,Tyrosine-protein kinase receptor RET inhibitor,INHIBITOR,100079.0,CHEMBL2041,Proto-oncogene tyrosine-protein kinase receptor Ret,1,1,1,,
674438,CHEMBL1200487,ETHACRYNATE SODIUM,341,Sodium-(potassium)-chloride cotransporter 2 inhibitor,INHIBITOR,167.0,CHEMBL1874,Solute carrier family 12 member 1,1,1,1,,
674442,CHEMBL1200491,EPINASTINE HYDROCHLORIDE,133,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,,
674443,CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,413,Serotonin transporter inhibitor,INHIBITOR,121.0,CHEMBL228,Sodium-dependent serotonin transporter,1,1,1,,
674443,CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,593,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST,107.0,CHEMBL224,5-hydroxytryptamine receptor 2A,1,1,1,,
674443,CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,619,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST,108.0,CHEMBL225,5-hydroxytryptamine receptor 2C,1,1,1,,
674443,CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,911,Norepinephrine transporter inhibitor,INHIBITOR,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
674444,CHEMBL1200493,NAFTIFINE HYDROCHLORIDE,1404,Squalene monooxygenase inhibitor,INHIBITOR,106179.0,CHEMBL2364679,Squalene monooxygenase,1,1,1,,
674445,CHEMBL1200494,GUANFACINE HYDROCHLORIDE,1144,Adrenergic receptor alpha-2 agonist,AGONIST,104743.0,CHEMBL2095158,Adrenergic receptor alpha-2,1,1,1,,
674446,CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,769,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
674448,CHEMBL1200497,CYCLIZINE LACTATE,134,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,,
674449,CHEMBL1200498,ALATROFLOXACIN MESYLATE,1637,Topoisomerase IV inhibitor,INHIBITOR,105771.0,CHEMBL2363076,Topoisomerase IV,1,1,1,,Broad spectrum
674449,CHEMBL1200498,ALATROFLOXACIN MESYLATE,1898,Bacterial DNA gyrase inhibitor,INHIBITOR,105577.0,CHEMBL2311224,Bacterial DNA gyrase,1,1,1,,
674451,CHEMBL1200500,BECLOMETHASONE DIPROPIONATE,784,Glucocorticoid receptor agonist,AGONIST,25.0,CHEMBL2034,Glucocorticoid receptor,1,1,1,,
674452,CHEMBL1200501,GOSERELIN ACETATE,260,Gonadotropin-releasing hormone receptor agonist,AGONIST,118.0,CHEMBL1855,Gonadotropin-releasing hormone receptor,1,1,1,,
674454,CHEMBL1200503,BROMOCRIPTINE MESYLATE,2004,D2-like dopamine receptor agonist,AGONIST,105671.0,CHEMBL2331075,D2-like dopamine receptor,1,1,1,,
674457,CHEMBL1200506,ERYTHROMYCIN LACTOBIONATE,1770,Bacterial 70S ribosome inhibitor,INHIBITOR,105830.0,CHEMBL2363135,Bacterial 70S ribosome,1,1,1,,
674460,CHEMBL1200509,HISTRELIN ACETATE,261,Gonadotropin-releasing hormone receptor agonist,AGONIST,118.0,CHEMBL1855,Gonadotropin-releasing hormone receptor,1,1,1,,
674461,CHEMBL1200510,ERYTHROMYCIN STEARATE,1758,Bacterial 70S ribosome inhibitor,INHIBITOR,105830.0,CHEMBL2363135,Bacterial 70S ribosome,1,1,1,,
674462,CHEMBL1200511,GONADORELIN ACETATE,257,Gonadotropin-releasing hormone receptor agonist,AGONIST,118.0,CHEMBL1855,Gonadotropin-releasing hormone receptor,1,1,1,,
674465,CHEMBL1200514,DEMECARIUM BROMIDE,745,Acetylcholinesterase inhibitor,INHIBITOR,93.0,CHEMBL220,Acetylcholinesterase,1,1,1,,
674466,CHEMBL1200515,DESERPIDINE,1480,Synaptic vesicular amine transporter inhibitor,INHIBITOR,162.0,CHEMBL1893,Synaptic vesicular amine transporter,1,1,1,,
674467,CHEMBL1200516,GONADORELIN HYDROCHLORIDE,262,Gonadotropin-releasing hormone receptor agonist,AGONIST,118.0,CHEMBL1855,Gonadotropin-releasing hormone receptor,1,1,1,,
674468,CHEMBL1200517,DIHYDROERGOTAMINE MESYLATE,565,Serotonin 1d (5-HT1d) receptor agonist,AGONIST,105.0,CHEMBL1983,5-hydroxytryptamine receptor 1D,1,1,1,,
