drug_internal_id,drug_id,drug_name,smile
673274,CHEMBL1199324,FOSAPREPITANT,C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
721,CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
209594,CHEMBL1200,BENOXINATE,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
674272,CHEMBL1200321,SULFISOXAZOLE DIOLAMINE,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C.OCCNCCO
674273,CHEMBL1200322,ESCITALOPRAM OXALATE,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O
674274,CHEMBL1200323,LABETALOL HYDROCHLORIDE,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl
674277,CHEMBL1200326,NICARDIPINE HYDROCHLORIDE,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl
674279,CHEMBL1200328,DULOXETINE HYDROCHLORIDE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl
674280,CHEMBL1200329,TIZANIDINE HYDROCHLORIDE,Cl.Clc1ccc2nsnc2c1NC1=NCCN1
674281,CHEMBL1200330,PILOCARPINE HYDROCHLORIDE,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C.Cl
674282,CHEMBL1200331,FOSFOMYCIN TROMETHAMINE,C[C@@H]1O[C@@H]1P(=O)(O)O.NC(CO)(CO)CO
674283,CHEMBL1200332,PROTRIPTYLINE HYDROCHLORIDE,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl
674285,CHEMBL1200334,MORICIZINE HYDROCHLORIDE,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2.Cl
674286,CHEMBL1200335,TESTOSTERONE ENANTHATE,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
674289,CHEMBL1200338,PINACIDIL,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C.O
674290,CHEMBL1200339,PHENYLEPHRINE HYDROCHLORIDE,CNC[C@H](O)c1cccc(O)c1.Cl
674291,CHEMBL1200340,OSELTAMIVIR PHOSPHATE,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1.O=P(O)(O)O
674292,CHEMBL1200341,INDECAINIDE HYDROCHLORIDE,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21.Cl
674293,CHEMBL1200342,PARAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
674294,CHEMBL1200343,PERINDOPRIL ERBUMINE,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
674296,CHEMBL1200345,SODIUM SUCCINATE,O=C([O-])CCC(=O)O.[Na+]
674298,CHEMBL1200347,ISOPROPAMIDE IODIDE,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-]
674299,CHEMBL1200348,SULCONAZOLE NITRATE,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
674301,CHEMBL1200350,IODIPAMIDE SODIUM,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I)Nc1c(I)cc(I)c(C(=O)[O-])c1I.[Na+].[Na+]
674302,CHEMBL1200351,SULFADIAZINE SODIUM,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Na+]
674304,CHEMBL1200353,MEGLUMINE METRIZOATE,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
674305,CHEMBL1200354,SODIUM TETRADECYL SULFATE,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+]
674307,CHEMBL1200356,CYCLACILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O
674308,CHEMBL1200357,MOXALACTAM DISODIUM,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21.[Na+].[Na+]
674309,CHEMBL1200358,SODIUM PHENYLACETATE,O=C([O-])Cc1ccccc1.[Na+]
674310,CHEMBL1200359,SULFAMETER,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
674311,CHEMBL1200360,IOFETAMINE HYDROCHLORIDE I 123,CC(C)NC(C)Cc1ccc([123I])cc1.Cl
674316,CHEMBL1200365,AMINOHIPPURATE SODIUM,Nc1ccc(C(=O)NCC(=O)[O-])cc1.[Na+]
674317,CHEMBL1200366,CEPHALEXIN HYDROCHLORIDE,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.Cl.O
674318,CHEMBL1200367,ECHOTHIOPHATE IODIDE,CCOP(=O)(OCC)SCC[N+](C)(C)C.[I-]
674319,CHEMBL1200368,BENTIROMIDE,O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
674321,CHEMBL1200370,BENZOYL PEROXIDE,O=C(OOC(=O)c1ccccc1)c1ccccc1
674325,CHEMBL1200374,EXEMESTANE,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
674326,CHEMBL1200375,EDETATE CALCIUM DISODIUM ANHYDROUS,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+]
674327,CHEMBL1200376,BETAMETHASONE BENZOATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO
674328,CHEMBL1200377,AMPHETAMINE ASPARTATE,CC(N)Cc1ccccc1.NC(CC(=O)O)C(=O)O
674330,CHEMBL1200379,APRACLONIDINE HYDROCHLORIDE,Cl.Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1
674331,CHEMBL1200380,ACYCLOVIR SODIUM,Nc1nc([O-])c2ncn(COCCO)c2n1.[Na+]
674332,CHEMBL1200381,ARGININE HYDROCHLORIDE,Cl.N=C(N)NCCC[C@H](N)C(=O)O
674333,CHEMBL1200382,BEPRIDIL HYDROCHLORIDE,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl.O
674334,CHEMBL1200383,BENZTROPINE MESYLATE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O
674335,CHEMBL1200384,BETAMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
674336,CHEMBL1200385,ARBUTAMINE HYDROCHLORIDE,Cl.Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1
674337,CHEMBL1200386,PREDNICARBATE,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
674338,CHEMBL1200387,AMPHETAMINE ADIPATE,CC(N)Cc1ccccc1.O=C(O)CCCCC(=O)O
674339,CHEMBL1200388,CLOXACILLIN SODIUM,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]
674340,CHEMBL1200389,BRIMONIDINE TARTRATE,Brc1c(NC2=NCCN2)ccc2nccnc12.O=C(O)[C@H](O)[C@@H](O)C(=O)O
674342,CHEMBL1200391,TROMETHAMINE,NC(CO)(CO)CO
674343,CHEMBL1200392,DOXYLAMINE SUCCINATE,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O
674344,CHEMBL1200393,GREPAFLOXACIN HYDROCHLORIDE,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1.Cl
674346,CHEMBL1200395,ORPHENADRINE CITRATE,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
674347,CHEMBL1200396,BUPIVACAINE HYDROCHLORIDE,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl
674348,CHEMBL1200397,BUTENAFINE HYDROCHLORIDE,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12.Cl
674349,CHEMBL1200398,BUTOCONAZOLE NITRATE,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1.O=[N+]([O-])O
674350,CHEMBL1200399,BUSPIRONE HYDROCHLORIDE,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
674351,CHEMBL1200400,AZATHIOPRINE SODIUM,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[n-]c12.[Na+]
674353,CHEMBL1200402,AMLODIPINE BESYLATE,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1
674356,CHEMBL1200405,BITOLTEROL MESYLATE,CS(=O)(=O)O.Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1
674357,CHEMBL1200406,DIMENHYDRINATE,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O
674360,CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O
674361,CHEMBL1200410,PROCARBAZINE HYDROCHLORIDE,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl
674362,CHEMBL1200411,ROPINIROLE HYDROCHLORIDE,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl
674363,CHEMBL1200412,NANDROLONE PHENPROPIONATE,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1
674364,CHEMBL1200413,TETRAHYDROZOLINE HYDROCHLORIDE,Cl.c1ccc2c(c1)CCCC2C1=NCCN1
674369,CHEMBL1200418,DOBUTAMINE HYDROCHLORIDE,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl
674370,CHEMBL1200419,MOLINDONE HYDROCHLORIDE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl
674371,CHEMBL1200420,MIDAZOLAM HYDROCHLORIDE,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl
674374,CHEMBL1200423,METRIZOATE SODIUM,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Na+]
674375,CHEMBL1200424,PENTETATE ZINC TRISODIUM,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Zn+2]
674376,CHEMBL1200425,PARGYLINE HYDROCHLORIDE,C#CCN(C)Cc1ccccc1.Cl
674377,CHEMBL1200426,METHIXENE HYDROCHLORIDE,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl.O
674381,CHEMBL1200430,ESTRADIOL ACETATE,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
674383,CHEMBL1200432,METHYLDOPATE HYDROCHLORIDE,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl
674385,CHEMBL1200434,OXTRIPHYLLINE,C[N+](C)(C)CCO.Cn1c(=O)c2[n-]cnc2n(C)c1=O
674387,CHEMBL1200436,OXANDROLONE,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
674388,CHEMBL1200437,QUINIDINE GLUCONATE,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
674389,CHEMBL1200438,TIOCONAZOLE,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1
674390,CHEMBL1200439,IODOHIPPURATE SODIUM I 123,O=C([O-])CNC(=O)c1ccccc1[123I].[Na+]
674391,CHEMBL1200440,MEPIVACAINE HYDROCHLORIDE,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl
674395,CHEMBL1200444,PIRBUTEROL ACETATE,CC(=O)O.CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
674397,CHEMBL1200446,TRIPELENNAMINE HYDROCHLORIDE,CN(C)CCN(Cc1ccccc1)c1ccccn1.Cl
674399,CHEMBL1200448,TILUDRONATE DISODIUM,O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O.[Na+].[Na+]
674400,CHEMBL1200449,TRIAMCINOLONE DIACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
674404,CHEMBL1200453,DOCOSANOL,CCCCCCCCCCCCCCCCCCCCCCO
674405,CHEMBL1200454,VALGANCICLOVIR HYDROCHLORIDE,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21.Cl
674406,CHEMBL1200455,IOHEXOL,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
674409,CHEMBL1200458,POTASSIUM CITRATE ANHYDROUS,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+]
674410,CHEMBL1200459,"POTASSIUM PHOSPHATE, DIBASIC",O=P([O-])([O-])O.[K+].[K+]
674412,CHEMBL1200461,MIDODRINE HYDROCHLORIDE,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl
674414,CHEMBL1200463,OXAPROZIN POTASSIUM,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1.[K+]
674415,CHEMBL1200464,PROPARACAINE HYDROCHLORIDE,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl
674418,CHEMBL1200467,HYDROXYZINE PAMOATE,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
674419,CHEMBL1200468,MALATHION,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
674420,CHEMBL1200469,PROMAZINE HYDROCHLORIDE,CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl
674421,CHEMBL1200470,ESOMEPRAZOLE SODIUM,COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.[Na+]
674422,CHEMBL1200471,PYRITHIONE ZINC,[O-][n+]1ccccc1[S-].[O-][n+]1ccccc1[S-].[Zn+2]
674423,CHEMBL1200472,QUAZEPAM,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
674424,CHEMBL1200473,CYCLOPENTOLATE HYDROCHLORIDE,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl
674425,CHEMBL1200474,DEMECLOCYCLINE HYDROCHLORIDE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl
674426,CHEMBL1200475,DAUNORUBICIN CITRATE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.O=C(O)CC(O)(CC(=O)O)C(=O)O
674428,CHEMBL1200477,ALLOPURINOL SODIUM,O=c1[n-]cnc2[nH]ncc12.[Na+]
674429,CHEMBL1200478,DYCLONINE HYDROCHLORIDE,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1.Cl
674430,CHEMBL1200479,DICYCLOMINE HYDROCHLORIDE,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl
674433,CHEMBL1200482,CEFOPERAZONE SODIUM,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O.[Na+]
674434,CHEMBL1200483,PHENMETRAZINE HYDROCHLORIDE,CC1NCCOC1c1ccccc1.Cl
674436,CHEMBL1200485,SORAFENIB TOSYLATE,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
674438,CHEMBL1200487,ETHACRYNATE SODIUM,C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl.[Na+]
674442,CHEMBL1200491,EPINASTINE HYDROCHLORIDE,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12
674443,CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl
674444,CHEMBL1200493,NAFTIFINE HYDROCHLORIDE,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12.Cl
674445,CHEMBL1200494,GUANFACINE HYDROCHLORIDE,Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
674446,CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+]
674447,CHEMBL1200496,CALCIUM,[Ca]
674448,CHEMBL1200497,CYCLIZINE LACTATE,CC(O)C(=O)O.CN1CCN(C(c2ccccc2)c2ccccc2)CC1
674449,CHEMBL1200498,ALATROFLOXACIN MESYLATE,CS(=O)(=O)O.C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21
674451,CHEMBL1200500,BECLOMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
674454,CHEMBL1200503,BROMOCRIPTINE MESYLATE,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O
674457,CHEMBL1200506,ERYTHROMYCIN LACTOBIONATE,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
674459,CHEMBL1200508,IOXAGLATE MEGLUMINE,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
674461,CHEMBL1200510,ERYTHROMYCIN STEARATE,CCCCCCCCCCCCCCCCCC(=O)O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
674465,CHEMBL1200514,DEMECARIUM BROMIDE,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-].[Br-]
674466,CHEMBL1200515,DESERPIDINE,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
674468,CHEMBL1200517,DIHYDROERGOTAMINE MESYLATE,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O
674472,CHEMBL1200521,ALMOTRIPTAN MALATE,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O
674473,CHEMBL1200522,AVOBENZONE,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1
674474,CHEMBL1200523,CEFAZOLIN SODIUM,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1.[Na+]
674478,CHEMBL1200527,ATRACURIUM BESYLATE,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
674481,CHEMBL1200530,CEFOXITIN SODIUM,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21.[Na+]
674482,CHEMBL1200531,ALFENTANIL HYDROCHLORIDE,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1.Cl
674483,CHEMBL1200532,METHDILAZINE HYDROCHLORIDE,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.Cl
674485,CHEMBL1200534,MOEXIPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl
674489,CHEMBL1200538,BETAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
674490,CHEMBL1200539,CALCIUM CARBONATE,O=C([O-])[O-].[Ca+2]
674492,CHEMBL1200541,AMBENONIUM CHLORIDE,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-]
674493,CHEMBL1200542,DESOXYCORTICOSTERONE ACETATE,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
674494,CHEMBL1200543,ANILERIDINE PHOSPHATE,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.O=P(O)(O)O
674495,CHEMBL1200544,CEPHALEXIN,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.O
674496,CHEMBL1200545,DIFLORASONE DIACETATE,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
674500,CHEMBL1200549,RAPACURONIUM BROMIDE,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1.[Br-]
674501,CHEMBL1200550,ANTAZOLINE PHOSPHATE,O=P(O)(O)O.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
674510,CHEMBL1200559,LACTIC ACID,CC(O)C(=O)O
674511,CHEMBL1200560,GUANABENZ ACETATE,CC(=O)O.N=C(N)N/N=C/c1c(Cl)cccc1Cl
674512,CHEMBL1200561,DOXAZOSIN MESYLATE,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O
674513,CHEMBL1200562,HYDROCORTISONE VALERATE,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
674514,CHEMBL1200563,CERIVASTATIN SODIUM,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+]
674520,CHEMBL1200569,CAFFEINE CITRATE,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O
674521,CHEMBL1200570,MEGLUMINE,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
674523,CHEMBL1200572,MAGNESIUM OXIDE,O=[Mg]
674525,CHEMBL1200574,SODIUM CHLORIDE,[Cl-].[Na+]
674528,CHEMBL1200577,CYSTEAMINE BITARTRATE,NCCS.O=C(O)[C@H](O)[C@@H](O)C(=O)O
674529,CHEMBL1200578,THEOPHYLLINE SODIUM GLYCINATE,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)[O-].[Na+]
674531,CHEMBL1200580,SULFOXONE SODIUM,O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1.[Na+].[Na+]
674532,CHEMBL1200581,DIATRIZOATE SODIUM,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+]
674533,CHEMBL1200582,AMINOLEVULINIC ACID HYDROCHLORIDE,Cl.NCC(=O)CCC(=O)O
674535,CHEMBL1200584,AMINOSALICYLATE POTASSIUM,Nc1ccc(C(=O)[O-])c(O)c1.[K+]
674536,CHEMBL1200585,OXYMETHOLONE,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
674537,CHEMBL1200586,PRILOCAINE HYDROCHLORIDE,CCCNC(C)C(=O)Nc1ccccc1C.Cl
674539,CHEMBL1200588,CLINDAMYCIN HYDROCHLORIDE,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1.Cl
